Chromosome	Ploidy	Ploidy_rounded	Mean_coverage
contig00134	0.9075611872818998	1	83.0599999576807
contig00135	1.0386800680024162	1	95.05999993532896
contig00136	0.9643793700427645	1	88.2600000500679
contig00137	0.7661713281483948	1	70.1200000345707
contig00138	0.6860795463071462	1	62.79000015184283
contig00139	0.8153409090393344	1	74.62000008299947
contig00140	0.9949737734112943	1	91.05999984964728
contig00141	0.8749999982598758	1	80.07999993488193
contig00142	1.009396851216175	1	92.3799999319017
contig00143	0.7244318167684877	1	66.299999948591
contig00144	0.6716564685226177	1	61.47000007145107
contig00145	0.8406905569201619	1	76.93999985978007
contig00146	1.0445804167812627	1	95.5999998562038
contig00147	0.8171984255622947	1	74.78999999538064
contig00148	0.8918269221213421	1	81.62000000849366
contig00149	0.8084571652356892	1	73.98999984934926
contig00150	0.8257211520035831	1	75.56999992020428
contig00151	0.7207167813820492	1	65.95999990962446
contig00152	1.0543050691612268	1	96.49000004306436
contig00153	1.2638767478845614	1	115.67000010237098
contig00154	0.7972027965196421	1	72.96000002324581
contig00155	0.8099868871076057	1	74.12999999523163
contig00156	1.0258959771905771	1	93.88999994285405
contig00157	0.687499999007824	1	62.91999998316169
contig00158	0.5847902106039471	1	53.520000137388706
contig00159	0.9667832153259616	1	88.47999997064471
contig00160	1.1274038455172488	1	103.18000006303191
contig00161	0.5804195800743025	1	53.120000030845404
contig00162	0.44383741346101496	0	40.62000012770295
contig00163	0.9746503480487068	1	89.19999995827675
contig00164	0.5500437047296192	1	50.33999991603196
contig00165	0.9879807682517048	1	90.4200000166893
contig00166	0.9736669562599284	1	89.10999994166195
contig00167	1.0240384591818967	1	93.71999989449978
contig00168	0.6820367112222862	1	62.419999884441495
contig00169	0.7662805935137479	1	70.13000000081956
contig00170	1.125218530537359	1	102.98000003583729
contig00171	0.912696677831648	1	83.53000005334616
contig00172	0.9252622376889054	1	84.68000009283423
contig00173	0.9494099637625798	1	86.88999998569489
contig00174	0.9031905581769182	1	82.65999998152256
contig00175	0.4278846134992852	0	39.15999987348914
contig00176	0.561844405116286	1	51.4200000166893
contig00177	0.9484265701624441	1	86.79999980330467
contig00178	1.0218531447515198	1	93.51999991759658
contig00179	1.3175262178931733	1	120.57999960333109
contig00180	0.8942307688699068	1	81.84000006318092
contig00181	0.5002185308324678	1	45.77999999560416
contig00182	0.4772727275632105	0	43.68000007793307
contig00183	0.6492569920597736	1	59.41999998316169
contig00184	0.6328671325090457	1	57.92000003531575
contig00185	0.6609484262466419	1	60.49000004120171
contig00186	1.0487325159085743	1	95.97999996878207
contig00187	0.7189685314455817	1	65.80000007525086
contig00188	1.214597901160165	1	111.1600000448525
contig00189	0.6190996499898376	1	56.660000033676624
contig00190	0.9084353135018018	1	83.13999998942018
contig00191	1.0211975508498057	1	93.45999996364117
contig00192	0.9556381115885733	1	87.46000007539988
contig00193	0.7011582149405393	1	64.16999990679324
contig00194	0.7961101384089512	1	72.85999995283782
contig00195	1.0072115382918705	1	92.18000009283423
contig00196	1.1020541928739764	1	100.85999985039234
contig00197	1.1048951029563676	1	101.11999994143844
contig00198	0.8675699294001178	1	79.4000000320375
contig00199	0.7261800686587788	1	66.45999996177852
contig00200	0.8011363621279786	1	73.31999994814396
contig00201	0.9134615387879585	1	83.60000012814999
contig00202	0.9635052433344067	1	88.17999997362494
